name,city,verdict,confidence,website_found,domain,phone,address,rating,category,gmaps_url,evidence,phases_completed
Carewell Clinic | Dr. S. Parveen | Consultant Gynecologist & Physician | Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Apex acupuncture center and pain clinic-Best Acupuncture Centre in Lucknow ||,Lucknow,no_website,90,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=50, net=88, phases=3/5",3
Shubh Clinic,Lucknow,has_website,90,https://www.elucknow.com/health/pathology/l-lovee-shubh-clinic-pvt-ltd_4c6f76656520536875626820436c696e696320507674204c74645f37343230.html,,,,46743,clinics,,"Phase1: 45 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Roots Clinic,Lucknow,has_website,95,https://roots-clinic.com,roots-clinic.com,,,46743,clinics,,"Phase1: 45 domain variants generated;   theroots.in → 200 (PARKED);   theroots.in → 200 (PARKED);   ⚠️ rootsclinic.in → same-name in MUMBAI;   ⚠️ rootsclinic.in → same-name in MUMBAI;   ✅ roots-clinic.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
DR. Verma MultiSpeciality Homeopathic Clinic(dr.jay verma),Lucknow,no_website,80,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=95, net=43, phases=3/5",3
"Dr. Suyash Singh Tomar, MD| Dermax Skin Clinic",Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=253, has_site=0, net=253, phases=3/5",3
Physiocare Physiotherapy Clinic | Best Physiotherapist Lucknow,Lucknow,has_website,90,https://www.chiropractorji.com/uttar-pradesh/lucknow/physiocare-physiotherapy-clinic-best-physiotherapist-lucknow,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
"Gynoveda, Vibhuti Khand, Lucknow. Ayurveda Fertility Clinic",Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=253, has_site=0, net=253, phases=3/5",3
SPARSH PET CLINIC- BEST PET CLINIC| PET SURGERY| X RAY| PET PATHOLOGY| PET ULTRASOUND,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Holistic Touch physical therapy & wellness clinics | Physiotherapist in Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
BEST DENTAL CLINIC (AASHIRWAD DENTAL CLINIC & IMPLANT CENTRE) GOMTI NAGAR LUCKNOW,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=5, net=133, phases=3/5",3
"Classical homoeopathic clinic ,best homoeopathic clinic in lucknow ,best homoeopathic doctor in rajaji puram",Lucknow,no_website,90,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=53, net=85, phases=3/5",3
Govila Dental Consultation,Lucknow,has_website,90,https://city.webindia123.com/d-t/uttar-pradesh/lucknow/govila-dental-consultation/7004/,,,,46743,clinics,,"Phase1: 25 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Shail Sanjeevni clinic - Best Obstetrics and Gynecologist in Vikas Nagar Lucknow ||,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
LiverCure Clinics Pvt Ltd.,Lucknow,no_website,90,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=170, has_site=80, net=90, phases=3/5",3
Dr Pachauri Homoeopathic Clinic – Homeopathic Doctor in Indira Nagar Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=15, net=123, phases=3/5",3
Vital Dental & Implant Centre - Best Dentist in Lucknow,Lucknow,has_website,90,https://www.freelistingindia.in/listings/vital-dental-implant-centre-best-dentist-in-lucknow,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
"Jiva Ayurveda Clinic and Panchkarma Center, Alambagh, Lucknow",Lucknow,no_website,60,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines; Phase3: No social profiles found; Low confidence — needs manual review; Score: no_site=138, has_site=130, net=8, phases=3/5",3
Sanjeevani Multispeciality Dental Clinic,Lucknow,has_website,90,https://qanomed.com/clinic/sanjeevani-multispeciality-dental-clinic-india-lucknow,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Surya Dental Clinic Lucknow – Dental Implants | Root Canal | Crown & Bridge | Cosmetic Dentistry in Aliganj Lucknow,Lucknow,no_website,90,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=138, has_site=40, net=98, phases=3/5",3
Dr PK Jains Maharana Clinic || ✅ 🅱︎🅴🆂🆃 🆂🅴🆇🅾︎🅻🅾︎🅶🅸🆂🆃 Hospital | in Lucknow,Lucknow,no_website,80,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=138, has_site=86, net=52, phases=3/5",3
Lucknow Eye Clinic (Mahanagar Branch),Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=167, has_site=0, net=167, phases=3/5",3
Dr Sanjai Sinha Ayurvedacharya,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated;   dssa.net → 403 (PARKED);   dssa.net → 403 (PARKED); Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=168, has_site=60, net=108, phases=3/5",3
"Dr. Bharti's Holistic Wellness Clinic - Lucknow | Arthritis, Sciatica, Joint & Knee Pain, Psoriasis, Liver Treatment",Lucknow,no_website,85,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=60, net=78, phases=3/5",3
R K Physiotherapy Clinic Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Ayesha Shaheen Clinic And Eye Care Center,Lucknow,has_website,90,https://asclinic2021.wixsite.com/website/service-page/eye-care-skin-care-center,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Sishu Mangal Clinic,Lucknow,has_website,90,https://yappe.in/uttar-pradesh/lucknow/sishu-mangal-clinic/2495160,,,,46743,clinics,,"Phase1: 50 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: full biz name in content;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
Civil Dental Clinic - Best Dental Clinic in Lucknow | Dentist in Lucknow,Lucknow,has_website,90,https://d7leadfinder.com/app/prospector/31875705/8a23269734f2aeecef66415c9cbc7ac4/,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Dr. Neha Negi - Best Obstetrician-gynecologist in Lucknow | Apollo Hospitals Lucknow,Lucknow,no_website,80,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=85, net=53, phases=3/5",3
Dr. Devesh Singh,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Dr. Ritesh Kumar Pandey - Aarogyam Superspeciality Clinic,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=253, has_site=0, net=253, phases=3/5",3
Dr. Farahi Hijama clinic lucknow,Lucknow,no_website,70,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Low confidence — needs manual review; Score: no_site=138, has_site=110, net=28, phases=3/5",3
Lucknow Hospital,Lucknow,has_website,90,https://lucknowhospital.com/,,,,46743,clinics,,"Phase1: 45 domain variants generated;   thelucknow.com → 200 (PARKED);   thelucknow.com → 200 (PARKED);   lucknow.net → 403 (PARKED);   lucknow.net → 403 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, domain ≈ biz name",2
Joshi Homoeopathic Clinic,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=244, has_site=0, net=244, phases=3/5",3
Jarman Homeo hall and homeopathic Clinic German Balaganj | dr Adarsh Tripathi BHMS) - Best Doctor Skin in Lucknow,Lucknow,no_website,90,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=55, net=83, phases=3/5",3
Dental Care & Implant Clinic | Best Dental clinic in Lucknow | Root canal RCT Clinic | Smile Designing & Venner Clinic,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=238, has_site=20, net=218, phases=3/5",3
Cosmodont Dental Clinic - Dr. Utkarsh Singh | Best Dentist in Lucknow | Clear Aligners & Braces Treatments in Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Gyan Orther Clinic,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 50 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=228, has_site=85, net=143, phases=3/5",3
Anwar Clinic,Lucknow,has_website,90,https://www.lybrate.com/amp/lucknow/clinic/anwar-clinic-saadatganj,,,,46743,clinics,,"Phase1: 45 domain variants generated;   theanwar.com → 200 (PARKED);   theanwar.com → 200 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Shivam Dental Clinic - Best Dental Clinic in Lucknow,Lucknow,has_website,90,https://d7leadfinder.com/app/prospector/5400870/e4917650fbb05489787ab7479417b74c/,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: full biz name in content;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
"Dr. Seth Ayurveda Clinic - Best Ayurvedic Clinic in Gomti Nagar, Lucknow| Experienced Ayurvedic Doctor in Lucknow ||",Lucknow,uncertain,45,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=138, has_site=155, net=-17, phases=3/5",3
Realtooth,Lucknow,has_website,95,https://realtooth.in,realtooth.in,,,46743,clinics,,"Phase1: 20 domain variants generated;   ✅ realtooth.in → MATCH: full biz name in content, address mentions Lucknow, domain == biz name",1
Dr. Tauseef Ahmad (Malik Child Clinic ),Lucknow,has_website,85,https://www.secondmedic.com/app/doctors-listing/dr-tauseef-ahmad-malik-child-clinic-best-pediatrician-child-specialist-vaccination-center-aliganj-lucknow,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   ✅ Search confirmed: full biz name in content, biz name in title, address mentions Lucknow",2
Ram Ugraha Clinic,Lucknow,has_website,90,https://ihindustan.com/shop/68467/ram-ugraha-clinic,,,,46743,clinics,,"Phase1: 50 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Dr Pk Jain Clinic Bansmandi | Best Sexologist in Lucknow | Best Male Problem Doctor | Erectile Dysfunction Doctor in Lucknow,Lucknow,no_website,70,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Low confidence — needs manual review; Score: no_site=138, has_site=111, net=27, phases=3/5",3
"Jiva Ayurveda Clinic, Aliganj, Lucknow",Lucknow,no_website,70,,,,,46743,clinics,,"Phase1: 30 domain variants generated;   jacal.net → 403 (PARKED);   jacal.net → 403 (PARKED); Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Low confidence — needs manual review; Score: no_site=152, has_site=115, net=37, phases=3/5",3
ARYA Dental & Orthodontic clinic,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 5 search results across engines;   LangSearch: full biz name in content; Phase3: No social profiles found; Score: no_site=230, has_site=45, net=185, phases=3/5",3
Astha clinic,Lucknow,has_website,90,https://www.mappls.com/place-astha+clinic+&+homeopathic+research+centre-e2$753-near+husariya+chauraha-gko-shaheed+path-vinay+khand+3-gomti+nagar-lucknow-uttar+pradesh-226010-9B6KO7@zdata=MjYuODUyNTQxKzgxLjAwNzUxKzE3KzlCNktPNysrbnI=ed,,,,46743,clinics,,"Phase1: 45 domain variants generated;   ⚠️ asthaclinic.com → same-name in JAIPUR;   ⚠️ asthaclinic.com → same-name in JAIPUR; Phase2: 15 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
A.N DENTAL AND AESTHETIC CLINIC,Lucknow,has_website,90,https://promallu.com/toprated/india/a-n-dental-and-aesthetic-clinic-q85z6g/,,,,46743,clinics,,"Phase1: 55 domain variants generated;   adac.com → 200 (PARKED);   adac.com → 200 (PARKED); Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow, branch/outlet in city mentioned",2
Lucknow Dentist's,Lucknow,no_website,80,,,,,46743,clinics,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=128, has_site=85, net=43, phases=3/5",3
Kalyani Dental & Orthodontic Clinic,Lucknow,has_website,90,https://www.dentists10.com/IN/Lucknow/153633381505514/Kalyani-Dental-&-Orthodontic-Clinic-in-Lucknow,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Swastik clinic,Lucknow,has_website,95,https://swastikclinic.com,swastikclinic.com,,,46743,clinics,,"Phase1: 45 domain variants generated;   ✅ swastikclinic.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
"Sinha Dental Clinic | Implant & Invisalign Centre, Lucknow",Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=10, net=128, phases=3/5",3
Confident,Lucknow,has_website,95,https://confident.com,confident.com,,,46743,clinics,,"Phase1: 20 domain variants generated;   theconfident.com → 200 (PARKED);   theconfident.com → 200 (PARKED);   ✅ confident.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
Sawhaney's dental clinic - Best dental clinic in Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
"Neera Hospital | Multispeciality Hospital, Orthopedic, Obstetrician, Gynecologist & Diabetes Care | Lucknow",Lucknow,uncertain,45,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: branch/outlet in city mentioned;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;...",3
Umar clinic,Lucknow,has_website,85,https://umarclinic.com,umarclinic.com,,,46743,clinics,,"Phase1: 45 domain variants generated;   ✅ umarclinic.com → MATCH: full biz name in content, domain == biz name",1
Evolved Hair Restoration - Best Hair Transplant Clinic in Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=10, net=128, phases=3/5",3
Pushpa Clinic,Lucknow,has_website,85,https://pushpaclinic.com,pushpaclinic.com,,,46743,clinics,,"Phase1: 45 domain variants generated;   ✅ pushpaclinic.com → MATCH: full biz name in content, domain == biz name",1
HEALTOOTH DENTAL CLINIC LUCKNOW,Lucknow,has_website,90,https://www.top-rated.online/cities/Lucknow/place/p/13392462/HEALTOOTH+DENTAL+CLINIC+LUCKNOW,,,,46743,clinics,,"Phase1: 30 domain variants generated;   hdcl.com → 200 (PARKED);   hdcl.com → 200 (PARKED); Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
HRIDAYAM CURE & CARE,Lucknow,has_website,85,https://hridayamcure.com,hridayamcure.com,,,46743,clinics,,"Phase1: 50 domain variants generated;   ✅ hridayamcure.com → MATCH: full biz name in content, biz name in title, domain ≈ biz name",1
Medical Clinic,Lucknow,has_website,85,https://medical-clinic.org,medical-clinic.org,,,46743,clinics,,"Phase1: 45 domain variants generated;   medicalclinic.com → 200 (PARKED);   medicalclinic.com → 200 (PARKED);   ✅ medical-clinic.org → MATCH: full biz name in content, domain == biz name",1
Tender Palm Super Speciality Hospital,Lucknow,has_website,90,https://www.tenderpalm.com/centre-for-nephrology,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 15 search results across engines;   LangSearch: branch/outlet in city mentioned;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Rehab Spine Physiotherapy Clinic- Best Physiotherapist Lucknow | Physiotherapy Centre Gomti Nagar | Sports Injury Treatment,Lucknow,has_website,85,https://www.chiropractorji.com/uttar-pradesh/lucknow/rehab-spine-physiotherapy-clinic-best-physiotherapist-lucknow-physiotherapy-centre-gomti-nagar-sports-injury-treatment,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars",2
"Dr. AK Jain - Sexologist in Lucknow, Male Sexual Problems Treatment, Infertility Specialist",Lucknow,no_website,90,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=43, net=95, phases=3/5",3
"The Nurture Clinic : Speech & Hearing care center, Cochlear Implant clinic, Hearing aid clinic, Autism center, Speech therapy Clinic",Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 65 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=278, has_site=40, net=238, phases=3/5",3
SAVI COSMETOLOGY CLINIC Skin Whitening Permanent Makeup Peels Laser Korean Skin glass Treatment,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Nirvaan Ayurvedic Sexologist Clinic,Lucknow,has_website,90,https://www.karosearch.com/business/nirvaan-ayurvedic-sexologist-clinic-081085.html,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 14 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Sagar Ortho Clinic,Lucknow,has_website,90,https://www.doctorsfinder.in/hospital/sagar-ortho-clinic-lucknow-29457/,,,,46743,clinics,,"Phase1: 50 domain variants generated; Phase2: 4 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
LUCKNOW PHYSIOTHERAPY AND NEUROCARE WELLNESS CENTER,Lucknow,has_website,90,https://www.chiropractorji.com/uttar-pradesh/lucknow/lucknow-physiotherapy-and-neurocare-wellness-center,,,,46743,clinics,,"Phase1: 55 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Carapace Eye and Skin Centre/Eye Clinic in Lucknow/Skin Clinic in Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Advanced GroHair & GloSkin - Gomti Nagar | Hair Transplant | Skin Care Treatment & Clinic in Lucknow,Lucknow,no_website,93,,,,,46743,clinics,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=0, net=138, phases=3/5",3
Swan Spa - Best Spa in Lucknow / Massage / Spa / Best Spa in Gomti Nagar / Thai Spa in Lucknow / Deep tissue therapy,Lucknow,no_website,80,,,,,48695,spas,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=82, net=56, phases=3/5",3
Moroccan Spa,Lucknow,has_website,85,https://themoroccanspa.com,themoroccanspa.com,,,48695,spas,,"Phase1: 45 domain variants generated;   ✅ themoroccanspa.com → MATCH: full biz name in content, biz name in title, domain ≈ biz name",1
Ark Spa Lucknow - Spa in Lucknow / Best Spa in Lucknow / Spa / Best Spa in Gomti Nagar - Massage in Lucknow,Lucknow,no_website,93,,,,,48695,spas,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=35, net=103, phases=3/5",3
Evamastu Spa - Spa in Lucknow | Spa in Gomti Nagar,Lucknow,no_website,93,,,,,48695,spas,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=25, net=113, phases=3/5",3
Spa Paris Luxury,Lucknow,has_website,90,https://www.luxuryspaparis.com/about,,,,48695,spas,,"Phase1: 25 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
Kai World Spa,Lucknow,has_website,95,https://kaiworldspa.in,kaiworldspa.in,,,48695,spas,,"Phase1: 50 domain variants generated;   ✅ kaiworldspa.in → MATCH: full biz name in content, biz+city in title, biz+city within 150 chars, domain == biz name",1
The ads spa,Lucknow,has_website,90,https://theadsbodyspa.setmore.com/,,,,48695,spas,,"Phase1: 55 domain variants generated;   ads.co.in → 200 (PARKED);   ads.co.in → 200 (PARKED);   ads.org → 200 (PARKED);   ads.org → 200 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
La Eva Spa | Luxury Spa in Lucknow,Lucknow,no_website,85,,,,,48695,spas,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=68, net=70, phases=3/5",3
The Body Spa,Lucknow,has_website,90,https://thebodyspa.in/,,,,48695,spas,,"Phase1: 55 domain variants generated;   thebodyspa.com → 200 (PARKED);   thebodyspa.com → 200 (PARKED);   ⚠️ thebodyspa.in → same-name in KOLKATA;   ⚠️ thebodyspa.in → same-name in KOLKATA;   ⚠️ thebodyspa.co.in → same-name in KOLKATA;   ⚠️ thebodyspa.co.in → same-name in KOLKATA; Phase2: 15 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, domain ≈ biz name",2
D Thai Spa,Lucknow,has_website,95,https://dthaispa.com,dthaispa.com,,,48695,spas,,"Phase1: 50 domain variants generated;   ✅ dthaispa.com → MATCH: full biz name in content, biz+city within 150 chars, domain == biz name",1
Lhasa Spa - Radisson Lucknow City Center,Lucknow,has_website,90,https://tralix.one/uttar-pradesh/spa-lucknow/,,,,48695,spas,,"Phase1: 55 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
The Cave Thai Spa,Lucknow,has_website,95,https://thecavethaispa.com,thecavethaispa.com,,,48695,spas,,"Phase1: 60 domain variants generated;   ✅ thecavethaispa.com → MATCH: full biz name in content, biz+city in title, biz+city within 150 chars, address mentions Lucknow, domain == biz name",1
